CustomerID,Recency,Frequency,MonetaryValue,Tenure
12747,3,25,948.7,362
12748,1,888,7046.159999999979,365
12749,4,37,813.4499999999998,214
12820,4,17,268.0200000000001,327
12822,71,9,146.15,88
12823,297,1,306.0,297
12824,60,6,106.38,60
12826,3,16,272.66,325
12827,33,2,44.55,45
12828,8,12,195.4,131
12829,337,2,95.8,361
12830,92,10,1727.92,172
12832,33,5,67.4,99
12833,146,5,87.0,146
12834,283,9,161.00000000000003,283
12836,60,34,585.53,312
12837,174,2,10.55,174
12838,34,17,62.11,34
12839,3,54,947.63,358
12840,144,19,459.66,227
12841,5,70,630.95,338
12842,71,8,224.54,309
12843,160,22,385.55,265
12844,30,7,38.05,131
12845,269,4,221.1,291
12847,23,14,123.20999999999998,23
12849,32,15,266.75,269
12851,97,13,29.570000000000004,97
12852,295,2,32.550000000000004,295
12853,135,12,234.48,316
12854,79,21,319.01,319
12856,8,64,402.48000000000013,64
12857,211,11,283.85,303
12863,53,1,34.8,53
12864,139,1,17.4,139
12867,27,105,749.2899999999997,361
12868,186,16,177.31000000000003,332
12871,85,5,70.74,208
12872,327,6,73.4,327
12873,283,1,102.0,283
12877,4,33,232.71,359
12878,237,8,174.3,267
12879,92,2,70.80000000000003,92
12883,25,10,186.18,90
12884,89,1,31.8,89
12885,64,20,361.47999999999985,124
12886,68,12,212.39,220
12890,25,13,53.87,25
12893,31,7,20.4,31
12895,43,6,107.65,87
12901,11,28,3647.06,261
12902,265,4,42.03,265
12904,19,15,64.55000000000001,173
12906,12,16,494.87000000000006,79
12909,88,19,624.2100000000003,254
12910,65,12,481.26,242
12912,9,3,162.36,41
12913,5,12,617.78,302
12915,149,2,35.9,149
12916,139,24,699.38,321
12919,9,6,133.74,170
12920,18,3,23.4,18
12921,10,115,2393.04,339
12922,162,4,57.24,162
12923,65,9,59.49999999999999,65
12924,89,6,220.83,276
12925,5,11,183.16000000000003,75
12928,36,15,366.8,360
12929,312,3,42.90000000000001,312
12930,79,6,97.51,172
12931,22,19,8490.64,358
12933,25,24,113.87,284
12935,3,26,406.1,320
12936,18,14,236.79,79
12937,16,31,393.43,268
12939,65,9,1680.6799999999996,299
12940,55,22,207.07,88
12942,132,14,80.92,198
12944,36,8,189.4,355
12945,289,5,129.10000000000002,289
12947,144,17,215.87,337
12948,45,23,372.78,265
12949,31,42,748.02,253
12950,3,4,471.6,25
12951,9,8,157.29999999999995,331
12952,6,18,291.27,79
12953,10,4,76.3,10
12955,2,32,875.5200000000003,268
12956,307,2,7.9,307
12957,10,50,814.7,340
12962,8,3,40.45,114
12963,9,13,257.62000000000006,54
12965,90,16,102.1,90
12966,10,3,42.5,10
12968,113,2,24.95,113
12970,8,30,72.78,323
12971,16,53,2082.69,358
12974,198,2,47.5,198
12976,212,5,203.68,212
12977,157,1,0.65,157
12980,188,7,2463.5399999999995,359
12981,30,4,84.47999999999998,134
12982,243,6,85.28999999999998,243
12984,19,1,19.8,19
12985,1,12,174.82,29
12987,74,3,45.4,198
12988,293,15,102.42,293
12989,4,13,976.8,299
12990,32,1,20.8,32
12991,24,4,77.7,113
12993,24,10,154.14999999999995,299
12994,5,15,212.45,269
12997,23,10,165.37999999999997,318
12999,206,2,21.9,246
13000,260,3,46.08,365
13001,5,67,2109.48,327
13002,319,2,24.95,319
13004,12,80,1044.6299999999997,358
13005,174,6,92.85,247
13006,57,3,77.00999999999998,57
13008,324,4,46.92,324
13012,10,19,418.92,295
13013,22,32,624.6,249
13014,11,26,680.6,282
13015,54,32,900.1499999999999,250
13016,74,10,184.11,124
13018,17,94,1483.6200000000006,296
13021,5,28,585.5,359
13023,65,10,181.49,130
13026,2,9,391.8,276
13027,114,5,1344.0,355
13028,23,10,160.20000000000005,46
13029,139,2,315.9,139
13030,12,4,60.93,12
13032,53,8,115.23,88
13033,358,3,55.05,358
13034,55,5,86.99999999999999,55
13035,74,6,262.70000000000005,261
13037,139,15,237.22,257
13038,291,4,75.6,291
13040,9,9,109.01,34
13043,274,3,196.8,274
13044,292,9,150.84,292
13045,100,4,45.34,100
13046,31,7,99.33,267
13047,57,36,626.02,310
13048,15,31,479.4,328
13049,65,3,122.1,319
13050,15,76,1147.5200000000004,361
13052,213,3,72.6,213
13055,79,10,191.64,79
13058,25,3,59.0,152
13060,254,4,62.39999999999999,254
13061,73,3,62.1,73
13062,192,2,32.4,192
13064,13,12,152.28,328
13066,25,11,94.1,33
13067,83,3,21.44,83
13069,15,72,627.5300000000002,362
13070,193,2,41.6,193
13072,267,1,29.700000000000006,267
13075,130,3,136.79999999999998,130
13077,2,18,75.79,291
13078,4,58,1763.4599999999994,360
13080,180,3,19.68,180
13081,12,183,5180.059999999999,338
13082,158,10,216.8,339
13083,5,5,136.0,76
13085,296,1,12.6,296
13089,5,329,10490.390000000003,362
13090,9,30,661.3199999999998,290
13091,29,5,105.42,29
13092,71,5,70.32,278
13093,276,28,1185.84,359
13094,130,2,152.64,206
13095,71,1,9.36,71
13097,33,82,1281.7600000000002,361
13098,2,106,4994.410000000002,318
13101,235,2,25.5,235
13102,2,68,1424.9599999999996,361
13104,4,4,243.96,355
13106,134,1,76.5,134
13107,86,13,357.08,334
13109,60,10,153.73,158
13110,32,31,297.79,312
13113,1,48,2387.2400000000007,332
13115,12,22,503.76,185
13116,139,5,77.74,139
13117,22,8,121.56,320
13118,20,15,126.64,289
13120,239,1,30.6,239
13121,270,10,51.31999999999999,270
13122,241,9,157.83,241
13124,90,50,831.0999999999998,360
13126,5,30,384.42999999999984,339
13127,78,4,68.7,78
13131,24,9,213.5,188
13132,262,2,62.0,262
13133,274,2,39.7,305
13134,86,18,344.54,241
13135,197,1,3096.0,197
13136,57,26,556.96,213
13137,11,129,681.6899999999998,309
13138,23,7,114.02,241
13139,17,39,1109.83,260
13140,109,7,78.56,116
13141,85,30,480.93000000000006,316
13142,20,7,91.14,20
13144,333,1,23.6,333
13145,92,1,45.0,92
13146,27,6,41.98,27
13147,100,1,118.8,100
13148,30,85,943.18,365
13149,15,14,309.8,290
13151,296,11,184.6,296
13153,6,3,37.44,6
13155,34,6,127.4,327
13157,50,10,169.19999999999996,299
13158,95,14,226.27,319
13159,9,31,360.2000000000001,116
13160,23,1,34.8,23
13161,314,1,27.0,314
13162,123,19,397.61,335
13165,47,6,195.6,352
13166,284,6,38.65,284
13167,19,12,122.06000000000002,144
13168,37,19,190.66000000000003,319
13169,253,1,23.4,253
13170,27,8,32.6,27
13171,50,8,46.94000000000001,300
13173,5,3,14.6,5
13174,17,25,244.97000000000003,317
13176,47,12,86.25000000000001,47
13177,65,4,67.35,65
13178,27,52,1231.3599999999994,361
13182,46,2,20.04,46
13183,8,23,823.3000000000003,335
13184,15,29,263.4199999999999,291
13186,40,21,383.69999999999993,129
13187,338,9,69.6,338
13189,19,6,64.2,116
13192,96,18,233.56000000000003,206
13193,62,7,40.45,62
13194,136,1,9.0,136
13196,12,21,336.48,263
13198,11,39,604.78,362
13199,4,23,2043.44,359
13200,20,7,133.14999999999998,127
13203,10,11,158.55999999999997,243
13208,59,27,221.77,310
13209,31,64,1076.39,362
13210,94,6,95.84,94
13211,96,8,164.14999999999995,96
13212,20,28,145.27,62
13213,57,18,294.80000000000007,200
13216,268,1,92.5,268
13220,220,4,19.69,220
13221,241,13,133.72,360
13223,201,2,115.8,233
13224,61,24,578.0700000000003,152
13225,4,7,1288.98,362
13226,274,1,8.4,274
13228,82,1,179.0,82
13229,226,2,36.75,226
13230,5,122,597.53,321
13232,13,26,225.14,244
13233,75,13,131.76000000000002,337
13235,213,11,185.15,213
13236,25,10,233.62000000000003,107
13238,24,8,165.10000000000005,361
13239,262,6,109.83,262
13240,97,12,89.69,258
13242,113,1,20.8,113
13243,204,11,142.89,204
13244,93,4,17.9,93
13245,51,2,61.3,51
13246,19,38,905.29,331
13247,52,4,69.0,83
13248,125,4,72.44,190
13249,94,5,310.86,262
13253,157,8,223.44,340
13255,10,1,49.8,10
13258,24,9,119.79,206
13259,62,21,95.31,62
13260,62,1,26.0,62
13261,286,4,441.6,286
13262,264,1,6.959999999999999,264
13263,2,319,1467.1100000000006,326
13265,54,14,263.16,274
13266,12,44,944.27,257
13267,3,43,930.59,361
13268,18,101,802.3,268
13269,2,70,1112.7200000000003,362
13271,38,22,64.17,38
13272,90,4,60.45,90
13273,114,2,14.05,114
13276,64,10,160.6,100
13277,117,1,25.0,117
13278,41,9,82.53999999999998,41
13280,123,13,130.21,338
13282,19,9,309.2000000000001,221
13283,186,1,17.0,186
13285,24,48,697.81,291
13291,156,4,36.0,156
13292,39,5,86.9,285
13294,190,9,151.7,250
13296,138,1,15.0,138
13297,8,13,525.18,68
13300,170,1,19.8,170
13301,104,16,138.05,293
13302,156,1,63.75,156
13304,352,4,57.21,352
13305,5,12,264.49,296
13308,23,9,143.56,204
13309,8,23,365.0,309
13310,29,14,243.12000000000003,325
13311,5,10,127.68,151
13313,23,13,242.56000000000003,340
13314,2,11,133.70999999999998,74
13316,38,18,1141.86,255
13317,67,20,362.76,359
13318,38,1,42.96,38
13319,6,84,1906.0000000000007,355
13320,79,16,259.0,214
13321,87,3,130.84,87
13322,18,8,89.49000000000002,18
13323,4,4,270.5,85
13324,37,14,1218.66,361
13325,82,3,268.0,82
13327,39,14,343.4000000000001,296
13328,317,4,356.99999999999994,317
13329,32,2,110.28,32
13330,93,10,251.0,316
13332,15,5,80.2,15
13334,83,57,687.3200000000003,306
13336,78,7,105.68,78
13338,158,6,166.39999999999995,158
13339,201,11,192.0,201
13340,46,26,2007.96,277
13341,261,10,248.75,261
13343,178,5,94.3,178
13344,68,13,379.3,278
13345,288,6,102.25,288
13347,71,4,168.6,71
13348,65,1,10.2,65
13349,11,4,41.68,11
13350,17,5,124.4,80
13351,67,4,67.44,67
13352,61,7,111.06,61
13354,72,8,108.54000000000002,72
13355,123,7,125.0,123
13356,81,9,226.71,81
13357,258,20,115.99,258
13358,269,6,64.74000000000001,269
13359,64,2,42.60000000000001,64
13362,10,33,690.9,288
13363,18,9,145.31,44
13364,72,1,17.4,72
13365,34,28,544.64,218
13368,257,8,211.35,338
13372,90,4,89.51,90
13373,61,31,698.2499999999999,277
13375,89,9,136.1,89
13376,100,13,236.85,235
13379,27,15,83.59,137
13381,32,38,800.7900000000003,299
13382,281,4,62.7,281
13384,31,25,896.9500000000003,179
13385,330,5,110.6,330
13388,132,9,210.77,132
13389,12,11,167.97000000000003,233
13394,2,33,665.8900000000001,310
13395,186,4,41.76,186
13396,30,10,342.54,320
13397,73,10,362.8,340
13398,193,7,103.43,193
13402,128,8,123.51,128
13403,18,1,15.0,18
13404,213,2,41.6,213
13405,205,6,113.99,318
13408,2,98,5686.879999999999,362
13410,75,5,125.84,292
13411,108,5,94.65,108
13414,134,7,168.45,158
13416,44,2,59.40000000000001,82
13417,5,10,222.1,206
13418,12,58,1296.3499999999995,365
13419,64,2,14.4,64
13420,171,1,10.5,171
13421,41,19,389.92,291
13422,65,30,670.34,65
13425,109,16,245.07,295
13426,1,29,676.5999999999998,337
13427,20,6,148.04,216
13428,11,14,40.93,11
13429,11,16,291.16,76
13430,19,8,76.56,87
13431,68,9,228.42,89
13435,6,22,759.0000000000001,190
13436,2,2,28.2,2
13437,15,31,666.36,191
13439,256,16,83.85,256
13441,92,1,10.2,92
13447,24,9,175.69,36
13448,17,30,491.29,365
13449,24,2,41.65000000000001,24
13450,27,14,411.05999999999983,219
13451,27,89,570.73,335
13452,260,2,590.0,271
13453,166,4,111.58,290
13455,25,3,73.8,25
13456,18,13,314.0900000000001,208
13458,8,78,1738.2000000000005,360
13460,30,1,17.0,30
13461,39,4,197.7,164
13462,253,2,37.8,253
13464,59,4,84.9,59
13466,185,5,78.39999999999998,185
13467,11,23,242.27,37
13468,2,54,1044.42,359
13470,100,3,49.5,116
13471,2,65,693.9600000000003,48
13473,61,6,142.29000000000005,333
13474,237,11,46.10000000000001,237
13475,218,14,219.21,299
13476,179,12,214.5,282
13477,58,9,152.32,292
13479,201,3,72.3,235
13481,46,22,333.21,257
13482,233,3,52.98,233
13483,66,3,59.7,66
13484,242,3,63.6,242
13485,234,4,73.3,234
13486,79,14,217.46,156
13487,58,9,149.2,354
13488,18,82,1595.5799999999995,332
13489,106,4,142.07999999999996,295
13491,52,15,192.63,360
13494,312,3,70.80000000000003,312
13495,8,7,376.2,360
13496,11,3,45.0,360
13497,283,3,54.3,283
13499,18,8,286.4500000000001,270
13500,24,10,189.5,123
13502,17,2,16.8,275
13503,72,1,10.5,72
13504,65,6,72.12,65
13506,317,1,20.4,317
13507,4,33,492.86,146
13508,244,3,27.630000000000006,244
13509,9,8,121.22,285
13510,2,21,329.31999999999994,184
13512,261,6,89.3,261
13513,127,2,37.65,127
13515,73,7,103.2,248
13516,22,7,370.66,73
13517,60,31,450.99,180
13518,86,7,121.4,86
13519,79,1,11.9,79
13521,2,98,263.2799999999999,11
13523,34,29,893.3699999999997,200
13524,41,3,53.78,220
13525,15,1,23.9,15
13527,34,47,538.8299999999998,327
13529,79,3,51.05,205
13531,206,3,79.85,206
13532,34,10,29.61,34
13533,183,16,63.29,268
13534,3,63,1242.0499999999995,359
13536,2,40,723.0700000000003,76
13538,44,6,283.65,275
13539,86,8,161.39999999999995,310
13544,40,21,66.33000000000001,241
13546,13,15,84.90000000000002,201
13548,97,26,127.1,244
13549,65,9,173.60000000000005,202
13551,320,1,17.85,320
13552,67,30,1059.26,316
13555,74,29,764.9599999999997,202
13557,29,9,148.08,281
13558,6,43,181.15,69
13560,8,7,45.1,8
13562,82,12,249.4,246
13563,85,10,222.28,141
13564,145,9,644.7399999999999,355
13565,20,11,78.23,335
13566,41,37,201.26,83
13568,174,6,19.45,174
13569,18,12,55.1,18
13570,244,6,55.91,244
13571,13,86,511.29999999999984,254
13572,206,7,182.53,206
13573,51,6,73.75,254
13575,24,13,194.5,177
13576,11,25,1211.14,338
13577,26,17,439.85,242
13581,310,1,2.95,310
13583,156,10,151.9,156
13584,307,9,43.2,307
13587,64,3,357.6,64
13588,16,35,454.98,256
13589,15,3,67.35,15
13590,12,19,373.43,304
13591,65,13,324.4,267
13592,206,3,58.97,265
13593,109,29,507.47,337
13594,53,5,56.51,53
13596,6,35,147.43,13
13598,48,4,15.65,48
13599,2,45,1139.8199999999995,338
13600,313,6,48.57,313
13601,46,18,134.25,212
13602,65,6,101.1,65
13603,27,8,62.19,27
13606,30,5,25.32,244
13607,41,27,179.72000000000003,41
13610,13,56,284.67,286
13611,90,14,234.8,360
13614,25,41,327.6799999999999,165
13615,319,6,103.8,319
13617,41,13,136.47,181
13618,174,4,38.26,174
13621,117,2,32.4,117
13623,31,18,183.05,298
13626,253,3,45.2,253
13627,60,18,298.43000000000006,358
13629,24,16,2480.76,339
13630,6,17,403.99,286
13631,207,1,100.0,207
13632,25,25,363.81,244
13634,34,33,352.33,328
13635,68,15,243.23,68
13636,37,13,185.0,261
13637,53,29,256.25,227
13638,16,3,38.1,16
13639,75,10,270.78,75
13642,216,9,51.07,216
13643,32,8,152.7,99
13644,17,33,639.34,106
13645,121,1,19.9,121
13647,10,13,240.56,235
13649,257,1,15.3,257
13650,17,26,461.92,268
13652,46,9,170.68,257
13654,44,27,442.9399999999998,274
13655,115,12,190.16,242
13656,165,7,62.11999999999999,338
13657,11,2,22.8,202
13658,10,12,244.46,205
13659,206,18,268.33,321
13662,86,8,134.84,260
13663,180,1,5.04,180
13666,61,2,12.55,288
13667,150,19,53.94000000000001,150
13668,3,93,1320.5700000000004,363
13669,51,3,60.45,150
13670,76,3,59.94,76
13673,19,14,110.92000000000002,33
13675,152,9,167.04000000000005,285
13678,152,2,11.64,152
13680,2,30,983.16,340
13681,18,12,177.88,156
13682,188,2,42.5,188
13684,286,8,14.8,286
13685,4,8,754.27,61
13686,183,1,8.5,183
13689,64,2,358.0,64
13690,60,2,32.7,60
13692,25,8,324.9000000000001,237
13694,4,115,12768.029999999995,359
13695,32,14,305.27,214
13697,39,4,48.32,39
13699,156,3,63.6,156
13700,27,48,495.38,328
13703,319,1,99.5,319
13704,6,18,320.97,88
13705,8,3,99.36,145
13706,303,4,41.10000000000001,303
13707,268,5,110.45,316
13708,272,17,88.43,272
13709,4,62,1458.9300000000005,316
13710,32,2,23.28,32
13711,219,4,88.19,219
13712,247,1,15.0,247
13715,282,24,198.25000000000003,363
13716,270,5,25.85,270
13717,33,16,204.66,299
13718,247,3,73.1,296
13719,16,15,278.09000000000003,235
13720,117,8,118.1,255
13721,37,6,127.95,37
13722,132,16,437.44000000000005,283
13723,218,1,19.75,218
13725,50,14,215.95,309
13726,39,12,349.94,101
13727,29,7,103.85,34
13728,37,11,187.7,311
13730,136,13,288.47,162
13731,220,12,215.52,247
13732,29,4,71.4,29
13735,25,44,720.4899999999999,235
13736,6,28,84.36000000000001,261
13737,201,8,46.45,201
13740,241,3,30.48,241
13741,72,8,153.21,218
13742,17,59,569.5099999999999,321
13743,3,7,275.88,260
13744,96,18,301.48,293
13745,163,7,111.71999999999998,163
13748,96,7,215.15,247
13750,54,8,467.07000000000005,297
13751,289,2,169.2,289
13752,156,16,204.58,247
13753,288,4,63.9,288
13754,318,3,45.3,318
13755,4,68,520.7699999999999,64
13756,3,23,831.33,361
13758,39,17,423.65,335
13759,72,8,282.44,72
13760,55,8,30.04,257
13761,51,11,162.09,180
13762,219,1,30.0,219
13763,64,2,281.52,64
13764,71,27,154.42999999999995,338
13767,26,72,2940.199999999999,365
13769,3,25,729.2600000000001,327
13771,65,18,331.9,248
13772,34,35,212.15,240
13774,82,4,62.35,82
13777,9,32,4401.259999999998,311
13778,104,1,27.25,104
13780,8,12,62.31,171
13781,251,6,37.83000000000001,251
13782,13,26,227.92000000000007,328
13784,219,2,55.8,219
13787,76,5,13.89,76
13790,5,8,85.26,5
13791,128,3,648.0,169
13792,67,2,38.4,288
13798,3,75,8167.579999999999,365
13799,117,7,136.3,295
13800,310,8,151.8,310
13801,67,2,30.3,67
13802,139,14,1114.98,312
13803,256,3,57.7,256
13804,31,21,374.92,290
13805,53,4,303.4000000000001,130
13808,6,12,339.7,97
13819,302,8,241.8,320
13821,145,13,77.69,262
13822,41,23,93.59000000000002,41
13823,19,12,341.55,92
13824,242,8,216.5,311
13826,177,1,25.5,177
13827,58,17,76.18,144
13828,23,1,10.2,23
13831,17,18,367.91,201
13832,20,1,19.8,20
13833,160,6,97.7,160
13835,26,9,160.18,216
13837,212,2,8.5,318
13838,6,30,106.15000000000002,118
13842,59,41,664.89,337
13844,12,5,111.1,12
13846,25,14,242.45,361
13848,298,1,85.0,298
13849,52,25,401.78,171
13850,130,19,308.63,130
13851,96,17,366.54,289
13853,58,4,139.39999999999998,58
13854,9,18,1367.8900000000006,358
13856,169,3,112.8,204
13858,58,3,50.37000000000001,58
13859,327,8,50.09,327
13860,2,18,294.94,87
13862,19,22,390.55,333
13863,248,4,60.18,248
13865,59,7,121.82,290
13866,75,1,24.9,75
13867,32,11,180.56,219
13868,39,5,108.05,39
13869,124,63,674.3799999999998,358
13870,3,28,563.3299999999998,288
13871,23,54,997.16,309
13873,120,2,47.7,120
13874,359,4,227.65,359
13875,54,27,442.64,302
13876,64,3,58.6,64
13878,55,9,313.42,55
13880,22,30,708.8299999999998,297
13881,26,31,2785.21,312
13882,3,17,284.74,65
13883,11,28,527.69,254
13884,8,12,171.50000000000003,284
13885,201,3,64.7,201
13886,72,3,39.7,72
13887,205,5,78.96000000000002,205
13888,120,11,160.51,219
13889,93,5,133.7,93
13890,2,14,246.54,359
13892,65,5,105.4,65
13893,298,5,84.80000000000003,298
13894,24,4,65.4,311
13895,29,23,539.74,165
13897,51,5,74.9,51
13898,326,2,29.85,326
13899,275,3,78.9,275
13900,193,7,121.22,263
13901,73,27,496.62000000000006,257
13904,38,3,50.4,295
13908,80,26,491.82,277
13911,58,31,473.54,309
13914,12,3,67.86,12
13917,50,3,17.04,192
13918,50,4,106.3,254
13922,352,2,51.75,352
13923,54,6,98.42000000000002,54
13924,2,23,337.24000000000007,73
13925,122,10,142.47,135
13926,24,1,20.4,24
13927,75,3,47.2,75
13928,11,6,91.32,134
13929,170,2,433.7,327
13930,58,2,30.6,137
13931,96,16,280.90000000000003,281
13933,110,3,77.1,149
13934,264,10,219.25,264
13936,180,7,112.54,180
13937,170,2,50.39999999999999,170
13938,36,3,21.94,36
13939,24,13,149.91,312
13940,18,7,141.54000000000005,145
13941,22,6,547.2,298
13946,202,2,131.39999999999998,268
13947,66,1,19.8,66
13948,361,1,46.8,361
13949,3,30,454.94000000000005,95
13950,12,3,55.08,74
13951,177,7,115.38,295
13952,218,32,722.0599999999997,239
13953,8,3,795.0,211
13954,2,9,176.5,71
13955,155,9,72.98000000000002,306
13956,6,32,266.48,272
13959,80,19,142.96000000000004,363
13960,22,2,24.660000000000004,22
13962,246,1,15.3,246
13963,309,3,45.2,340
13967,146,1,45.0,146
13969,8,129,1970.97,323
13971,19,26,467.36,286
13972,202,3,53.9,202
13973,288,5,177.2,288
13974,50,3,39.96,50
13975,32,63,433.75000000000017,277
13978,46,3,63.32000000000001,46
13979,74,15,227.0,74
13980,61,4,91.66,61
13982,40,15,325.35,327
13983,30,23,826.94,327
13984,326,1,11.8,326
13985,5,68,1406.42,265
13986,18,3,58.13,18
13988,20,42,661.7399999999999,255
13989,66,11,316.6,240
13990,214,3,54.55,214
13991,13,21,195.13,144
13992,31,1,20.0,31
13993,43,14,541.28,331
13994,4,26,467.03999999999985,149
13995,57,14,217.43,246
13999,11,27,588.9800000000001,362
14000,212,3,60.0,212
14001,46,8,496.2000000000001,233
14002,135,5,70.28,157
14004,44,37,1170.75,289
14005,10,22,697.3600000000001,216
14006,116,6,196.32,313
14009,199,11,199.11,206
14012,278,3,104.4,278
14013,111,6,82.38,276
14014,78,4,28.24,78
14015,53,4,189.42,53
14019,47,8,204.85,139
14020,17,7,119.06,89
14021,156,8,218.85,257
14022,226,6,64.86,226
14023,8,6,110.5,251
14024,122,4,66.15,125
14027,61,1,10.2,61
14029,64,1,25.5,64
14030,19,37,297.68000000000006,306
14031,8,41,2504.6800000000007,338
14032,17,26,484.42,356
14034,23,23,66.69,158
14035,29,15,275.12,298
14036,285,8,137.0,285
14037,365,4,15.75,365
14038,79,14,237.70000000000005,208
14039,34,3,102.6,34
14040,62,40,696.3,332
14041,267,4,11.8,267
14044,27,38,118.19000000000004,310
14047,9,3,113.1,200
14048,306,21,95.47,306
14049,17,97,1048.92,318
14050,32,12,184.73,107
14051,1,32,2688.9500000000007,361
14052,20,11,38.99999999999999,20
14054,66,1,9.96,66
14055,107,2,137.6,107
14056,2,205,1618.4600000000007,285
14057,24,52,1356.9399999999996,361
14059,267,1,23.4,267
14060,5,43,1623.2999999999995,360
14062,10,18,1140.2200000000005,365
14064,30,18,218.71,275
14066,267,2,53.25,267
14067,64,8,73.9,97
14068,321,5,67.80000000000001,321
14071,4,70,296.92999999999995,265
14073,33,3,30.94,33
14075,5,12,222.12,262
14076,130,8,21.79,130
14077,79,11,111.27,275
14078,102,9,300.4,227
14079,125,3,46.55,125
14081,303,16,98.90000000000002,303
14082,365,5,32.6,365
14083,5,21,153.3,355
14085,3,102,925.34,362
14087,3,16,56.50999999999999,3
14088,11,141,11812.270000000002,323
14089,57,4,79.45,57
14092,8,34,634.5,359
14093,13,16,91.34999999999998,13
14096,5,1055,13300.099999999993,102
14098,37,6,18.26,37
14099,17,55,701.93,355
14100,138,6,41.95,138
14101,74,11,2191.94,327
14102,6,16,251.6,45
14104,155,4,93.6,166
14105,240,13,224.73,240
14107,52,24,498.16,365
14108,31,4,85.98,102
14109,73,3,55.2,73
14110,4,29,1367.9,267
14112,23,30,537.9000000000002,276
14113,4,6,106.8,23
14114,274,2,53.7,331
14116,20,13,245.32,122
14117,144,1,30.0,144
14121,4,32,631.12,60
14124,85,2,118.08,85
14125,11,29,443.07000000000016,79
14126,11,2,29.4,11
14127,123,6,92.34,311
14128,61,12,184.22,256
14129,2,11,251.00000000000003,261
14130,320,14,99.25,320
14132,3,41,757.98,184
14133,130,8,187.92,316
14135,2,19,1035.24,354
14138,2,12,327.29,64
14139,47,5,66.24,47
14140,4,13,164.54999999999995,32
14141,3,4,144.60000000000005,74
14145,47,3,1128.6,218
14146,9,48,823.6199999999999,358
14147,286,1,136.0,286
14148,234,1,127.5,234
14149,221,3,50.39999999999999,221
14150,36,8,163.6,360
14152,76,10,114.18,235
14154,240,11,214.7,240
14155,267,2,35.7,267
14157,286,3,18.97,286
14158,41,10,115.98,41
14159,20,223,837.3899999999996,363
14161,216,12,70.44,279
14162,174,4,35.84999999999999,293
14163,88,16,524.8399999999998,240
14164,81,4,131.4,81
14165,276,9,49.48,276
14167,40,13,167.95,332
14171,99,11,83.57,99
14173,11,5,53.68000000000001,220
14174,34,5,19.05,34
14175,60,34,707.59,330
14176,298,5,88.0,327
14177,96,9,68.30000000000001,180
14178,9,69,342.88999999999993,183
14179,41,36,149.38000000000005,53
14180,11,39,754.0000000000001,359
14184,67,6,110.64,67
14185,332,1,165.0,332
14188,31,15,422.4,311
14189,3,54,987.9499999999997,339
14191,2,48,896.0699999999997,221
14193,68,8,157.2,270
14194,5,115,2343.4499999999994,309
14195,253,1,100.8,253
14196,107,2,244.8,107
14198,19,6,106.75,146
14201,61,7,113.18,360
14204,3,11,45.6,3
14205,17,6,113.7,265
14206,240,3,56.99999999999999,240
14208,95,1,10.5,95
14209,122,7,119.75,260
14210,106,22,397.04000000000013,340
14211,54,16,299.82,296
14212,90,3,339.4,90
14214,171,11,196.59,278
