CustomerID,Recency,Frequency,MonetaryValue,Tenure
14215,12,18,311.25,331
14216,4,10,276.86,38
14217,12,30,595.53,337
14218,43,4,54.56,43
14219,5,1,4.68,5
14220,248,8,307.2,359
14221,43,33,588.7899999999997,340
14222,178,13,212.22,178
14223,93,8,111.92,265
14224,111,22,214.73,321
14226,30,13,461.2000000000001,270
14227,27,33,677.8799999999999,285
14229,52,8,313.98,334
14231,184,11,164.62,289
14232,43,23,475.26,265
14233,50,6,174.76000000000005,212
14234,31,35,182.75,58
14235,158,17,701.48,261
14236,81,3,33.84,81
14239,44,21,507.06000000000006,317
14240,31,5,80.16,31
14241,184,3,94.6,184
14242,235,2,34.55,326
14243,9,20,325.23,318
14245,220,20,298.72,264
14246,111,12,233.14,246
14247,279,4,21.8,279
14248,319,3,43.38,319
14250,8,20,365.54,90
14251,2,14,537.0,58
14256,261,17,301.2999999999999,365
14257,124,18,358.75,319
14258,90,22,2687.34,338
14259,142,1,15.9,142
14261,51,8,256.5,79
14262,9,22,482.82000000000005,241
14264,155,4,79.7,155
14267,163,10,311.68,261
14270,332,6,111.3,332
14271,226,1,11.9,226
14272,74,7,86.30000000000003,255
14273,137,2,35.099999999999994,243
14276,99,12,212.66,290
14280,197,2,20.94,197
14282,4,36,781.22,267
14284,31,6,109.45,87
14285,22,4,199.92,76
14286,24,64,1011.76,243
14287,9,2,35.40000000000001,199
14288,214,4,80.7,214
14289,9,8,178.2,290
14290,12,26,648.19,362
14291,2,57,1054.14,276
14292,8,19,793.6800000000002,283
14293,4,5,84.36,306
14295,41,2,50.40000000000001,41
14297,18,13,283.21,275
14298,9,325,9798.259999999991,361
14299,9,24,542.5599999999998,338
14301,118,2,168.12,118
14304,223,5,96.5,223
14305,72,19,364.63,136
14306,52,3,208.5,86
14307,89,34,566.8299999999998,325
14309,9,27,671.6700000000002,359
14311,243,6,96.55,243
14312,47,16,262.54,338
14314,107,1,9.12,107
14315,45,25,647.35,267
14317,65,6,142.38,65
14320,333,7,93.09,333
14321,11,24,271.92,334
14323,115,13,208.08,239
14326,243,2,40.2,243
14327,164,4,90.2,164
14329,18,46,967.2800000000003,330
14331,136,4,58.38,136
14332,23,7,84.36000000000001,148
14333,68,2,29.1,68
14334,94,35,596.5600000000002,359
14336,17,17,342.82,277
14338,197,3,59.6,197
14339,243,4,116.1,243
14340,219,3,65.4,219
14341,46,23,363.03,319
14342,22,5,169.56,138
14344,128,9,67.94,359
14345,39,2,32.85,39
14346,121,13,274.36,298
14348,261,3,47.7,261
14349,11,8,25.49,11
14350,275,3,31.86,275
14351,165,1,51.0,165
14352,235,8,236.6,274
14353,216,2,18.9,216
14354,6,3,48.6,31
14356,80,9,138.46999999999997,82
14357,44,5,25.25,44
14359,20,11,189.3,88
14360,32,32,675.6999999999998,95
14362,23,9,36.8,23
14364,135,18,1066.0,212
14367,9,114,1913.41,277
14368,320,1,17.0,320
14371,296,1,26.1,296
14373,359,1,24.95,359
14375,186,22,87.09999999999998,186
14377,192,3,115.85,263
14379,45,9,80.97,296
14381,53,11,40.2,53
14382,27,28,176.65000000000003,27
14383,39,12,348.01999999999987,164
14385,10,4,71.05,24
14386,297,2,27.9,297
14387,33,26,368.13,110
14388,11,35,588.6899999999998,282
14389,66,11,220.1,191
14390,11,51,917.61,240
14393,219,2,29.75,219
14395,3,67,682.0500000000002,335
14396,66,8,110.52,66
14397,3,21,498.97999999999985,214
14400,150,4,153.14,150
14401,5,38,805.9599999999998,360
14403,218,6,546.8100000000002,248
14404,34,15,205.01,328
14406,120,1,15.3,120
14407,108,12,471.99,277
14408,11,21,589.42,265
14409,72,11,324.41,319
14410,93,36,257.50999999999993,306
14411,311,3,286.2000000000001,311
14412,43,9,114.13,73
14413,363,3,14.45,363
14414,92,25,347.4600000000001,359
14415,2,102,1044.5499999999997,361
14416,43,2,36.1,43
14418,4,29,499.59,109
14419,11,37,202.57,365
14420,100,4,48.36,100
14421,58,7,197.37,212
14422,1,46,829.7200000000001,268
14426,24,55,1046.62,313
14427,64,6,99.58,64
14428,8,23,218.89,326
14431,303,2,43.2,303
14432,10,92,515.18,90
14434,38,1,69.6,38
14436,99,1,9.48,99
14438,307,3,47.5,307
14440,9,10,412.74000000000007,317
14441,1,12,466.63999999999993,256
14443,54,20,314.27,311
14446,1,60,266.84,247
14447,19,20,344.00000000000006,281
14448,365,4,12.0,365
14449,19,34,158.56,247
14450,181,6,80.55000000000003,321
14451,61,17,94.84,195
14452,11,8,35.91,94
14453,191,5,34.43,191
14456,6,188,636.6600000000002,143
14459,156,6,227.6,156
14461,149,26,340.42,262
14462,67,38,309.34,340
14463,206,1,76.32000000000002,206
14465,247,23,134.35000000000002,303
14466,30,10,408.3,309
14467,18,10,50.65000000000001,313
14470,12,11,109.04,288
14472,104,54,365.22999999999985,356
14473,283,1,85.0,283
14474,47,2,32.3,47
14475,72,8,252.85,305
14476,258,4,55.75,258
14477,51,1,179.0,51
14479,254,2,48.4,254
14481,165,3,54.8,288
14482,19,26,253.61,240
14484,51,3,78.2,51
14485,39,11,39.71,39
14487,27,29,223.15000000000003,90
14488,68,12,188.48,68
14489,208,4,52.5,208
14491,176,3,50.15,176
14493,8,24,465.48,156
14494,26,1,30.0,26
14495,122,1,19.8,122
14496,312,3,50.97,312
14497,310,6,105.96,310
14498,43,34,441.07000000000016,362
14499,27,41,165.94999999999996,279
14501,184,4,93.18,320
14502,20,127,444.17999999999984,314
14503,4,29,786.11,179
14504,48,21,121.83,279
14505,18,152,1150.38,363
14506,18,57,353.58,284
14507,41,24,333.16,277
14508,23,14,83.95999999999998,90
14511,12,20,315.64,134
14512,188,5,75.35000000000002,233
14513,207,2,53.65,289
14514,62,11,125.08,332
14515,18,18,365.97999999999985,219
14517,34,5,75.95,142
14518,65,5,64.09,65
14520,2,1,62.40000000000001,2
14522,93,3,189.42,199
14523,109,2,22.4,109
14524,32,28,293.95999999999987,361
14525,20,57,728.68,362
14527,3,187,1628.8800000000015,360
14528,38,4,150.24,38
14529,61,42,122.15000000000002,111
14530,26,53,742.5799999999998,297
14532,237,7,96.45,353
14533,25,12,447.06,353
14534,3,108,1082.5,319
14535,61,75,711.72,249
14536,260,2,59.5,260
14537,58,3,100.68,58
14538,65,2,32.7,65
14539,16,5,114.0,45
14540,10,15,200.32,310
14541,169,25,299.6400000000001,320
14543,31,13,546.4300000000002,319
14544,25,24,406.8,362
14546,6,70,503.6999999999999,249
14547,4,79,1008.0100000000003,55
14548,318,2,326.4,318
14549,312,8,40.08000000000001,312
14550,11,8,103.81,45
14551,205,2,27.64,205
14552,152,9,31.119999999999994,152
14553,20,18,166.84000000000003,340
14554,11,53,709.0799999999997,53
14555,303,3,32.45,303
14557,86,5,260.46000000000004,86
14560,8,14,338.95999999999987,358
14561,76,9,140.61,185
14562,4,95,1040.98,305
14565,96,29,725.87,362
14567,57,4,176.4,131
14569,2,2,4.15,2
14570,281,8,49.6,281
14572,41,57,451.38,325
14573,180,24,140.95000000000005,288
14577,13,21,162.32,363
14578,4,5,59.03,4
14581,17,5,57.95000000000001,17
14582,41,2,21.46,41
14583,6,62,173.88000000000008,206
14584,170,11,113.52,199
14585,51,7,38.51,51
14586,277,4,34.44,277
14587,19,59,204.12,332
14591,16,37,190.35,214
14592,36,29,82.98,65
14593,22,32,223.36,199
14594,8,4,28.98,8
14595,25,17,297.47,314
14597,12,8,138.92,192
14598,45,11,51.03,45
14600,306,7,123.75000000000004,306
14601,11,1,35.40000000000001,11
14603,275,1,510.0,275
14606,2,512,2353.590000000002,361
14607,19,15,3195.06,262
14608,5,6,580.6,86
14616,243,1,158.4,243
14618,10,2,60.0,11
14619,246,3,51.90000000000001,246
14620,206,5,76.46000000000002,284
14621,2,23,499.54,359
14622,185,6,64.7,185
14623,33,31,176.86999999999995,236
14624,58,1,15.6,58
14625,197,8,145.6,362
14626,24,25,491.6,234
14628,92,8,153.03,243
14629,5,25,131.26000000000002,48
14631,51,12,325.8400000000001,299
14632,263,1,15.9,263
14633,267,4,82.45,267
14636,37,6,127.8,269
14638,51,3,113.99,51
14639,53,36,609.3100000000002,362
14640,25,21,497.7400000000002,228
14641,22,3,59.75999999999999,22
14643,171,2,29.72,171
14644,68,6,146.3,299
14645,157,8,127.19,276
14647,202,7,120.35,202
14649,5,36,265.57,213
14651,68,24,136.02,212
14652,78,4,13.79,78
14653,2,39,344.52,339
14655,9,4,162.2,223
14656,170,17,65.89,284
14657,18,25,162.22000000000003,327
14658,6,6,39.09,118
14659,9,40,402.61,316
14660,87,6,31.47,101
14662,29,28,116.83,317
14664,20,22,106.72,34
14665,61,19,404.41999999999985,311
14666,25,3,34.3,25
14667,11,105,1810.29,365
14669,242,44,306.58999999999986,333
14670,281,30,138.18,281
14672,235,15,179.50000000000009,337
14673,4,10,167.25,38
14675,17,22,108.7,17
14676,32,9,765.96,284
14680,72,38,3439.94,361
14681,212,1,340.0,212
14682,202,1,20.8,202
14684,26,92,336.76999999999975,363
14687,107,2,49.8,107
14688,8,53,836.05,326
14689,209,3,17.7,209
14690,45,12,99.68,152
14691,31,13,469.09000000000015,213
14692,138,11,97.85,323
14693,265,2,134.1,265
14696,5,24,411.4,326
14697,219,5,29.09,219
14698,2,37,252.57,52
14699,215,3,39.45,215
14700,33,27,581.33,239
14701,11,77,630.5199999999999,317
14702,2,66,716.2500000000003,338
14703,15,5,68.53,15
14704,20,89,323.3199999999999,181
14708,3,4,186.0,3
14709,16,36,918.95,359
14710,15,24,91.86000000000004,60
14711,11,69,615.32,263
14712,30,6,393.9,113
14713,10,54,368.68,359
14714,25,1,11.6,25
14715,25,18,192.68,332
14716,44,17,122.19,149
14719,2,40,261.2899999999999,250
14720,6,6,83.1,127
14722,148,5,29.15,148
14723,11,54,195.58,359
14725,25,14,216.8,25
14727,275,4,135.2,275
14730,2,91,431.3599999999997,277
14731,48,12,117.42999999999998,213
14732,9,35,621.5,284
14733,17,40,1874.38,362
14735,4,33,932.0899999999997,359
14737,4,7,516.75,354
14738,43,2,14.86,65
14739,20,10,579.5999999999998,339
14740,198,17,329.7,284
14741,12,15,402.45999999999987,362
14744,17,4,107.95,313
14745,113,16,324.87,286
14747,250,3,55.6,250
14748,30,10,149.95,213
14752,44,2,260.64,44
14753,88,5,100.3,88
14754,45,9,159.28,296
14755,10,42,912.87,335
14756,16,6,100.78,16
14757,76,4,93.92,76
14758,145,19,407.0,260
14759,5,32,524.0,233
14760,298,2,43.6,298
14761,335,1,10.2,335
14762,264,3,27.96,264
14765,30,8,52.82000000000001,177
14766,9,21,445.72,257
14768,18,2,89.10000000000002,128
14769,3,233,2220.16,358
14770,233,12,195.66,324
14772,113,3,47.25,113
14775,59,13,196.62,138
14776,52,27,565.32,313
14778,128,11,226.06,309
14779,324,6,67.65,324
14780,55,7,123.22,80
14782,320,1,25.200000000000006,320
14784,27,2,30.0,27
14788,8,4,94.6,27
14790,29,3,30.66,120
14793,22,2,23.2,22
14794,3,12,204.06,335
14795,167,1,23.85,167
14796,2,217,1434.5800000000008,362
14798,53,3,46.72,145
14799,52,1,5.8,52
14800,48,57,586.0,363
14801,62,13,41.65,62
14803,163,14,221.25000000000003,293
14804,9,2,73.1,9
14805,16,13,169.6,314
14806,76,4,70.14,76
14808,40,30,336.48,173
14810,41,49,416.13000000000005,335
14815,37,6,86.52,68
14817,201,14,237.04,278
14818,74,13,224.53,254
14819,65,3,83.85,65
14820,22,4,60.45,174
14823,181,16,78.43,195
14824,11,4,122.46,92
14825,24,15,338.1500000000001,359
14828,197,2,275.40000000000003,197
14829,30,6,110.36,361
14830,54,8,18.37,54
14834,18,14,300.1,241
14837,90,22,353.9000000000001,202
14841,54,29,640.61,359
14842,44,27,474.08,192
14844,64,24,987.9700000000003,242
14847,149,4,79.69999999999997,149
14849,22,57,1175.37,319
14850,312,3,45.1,312
14851,24,5,57.24,257
14852,59,37,693.49,253
14853,25,2,191.7,212
14854,79,25,430.5,275
14855,120,5,113.6,135
14856,37,10,244.77,57
14857,60,12,234.35,149
14859,13,10,217.22000000000003,205
14860,20,1,40.56,20
14862,26,8,151.9,149
14863,30,4,86.88,30
14866,39,19,4053.98,142
14867,186,9,202.98,337
14868,4,38,793.0600000000003,234
14869,9,9,70.22,104
14870,262,5,87.6,262
14871,4,18,104.27,361
14873,211,5,114.5,211
14875,108,7,126.75,263
14878,37,22,369.51,359
14880,78,10,146.13,289
14881,20,4,67.92,20
14882,27,3,207.9,34
14883,40,7,101.82999999999998,212
14885,132,5,325.2,132
14886,253,4,68.1,253
14888,208,4,67.8,208
14889,337,3,42.3,337
14890,254,1,15.0,254
14891,149,6,83.34,188
14893,12,8,110.64,12
14894,86,4,152.76,86
14895,8,107,2194.1,291
14896,205,1,13.5,205
14897,8,10,214.64,297
14898,24,23,324.4,327
14901,12,8,146.58,361
14902,26,6,117.9,26
14903,22,64,465.23999999999984,279
14904,3,13,147.94,26
14905,158,5,214.0,234
14907,4,23,487.9,361
14908,75,1,45.0,75
14910,3,9,143.53,55
14913,36,14,228.98,360
14915,92,6,177.98000000000005,278
14916,71,13,229.03000000000003,325
14918,116,14,478.91,155
14920,213,14,237.29,213
14921,31,15,221.95,202
14923,51,9,167.94000000000003,51
14924,246,1,15.8,246
14929,33,4,74.6,33
14944,30,30,916.6900000000003,218
14947,131,1,30.0,131
14948,24,18,260.47,220
14950,20,4,64.0,20
14951,80,1,15.6,80
14952,60,25,1138.3200000000004,365
14953,26,10,45.71,26
14954,13,19,101.57000000000002,13
14957,254,1,3.9,254
14958,148,6,40.7,246
14959,65,10,131.94,297
14960,9,7,40.01,9
14961,11,59,1467.8700000000006,361
14962,271,1,70.2,271
14963,10,36,248.27000000000004,184
14964,248,4,29.55,248
14965,97,18,211.86,97
14966,15,8,59.83,15
14967,50,2,109.8,50
14968,31,4,13.85,31
14970,69,4,182.3,253
14971,36,30,215.34,44
14972,129,2,14.01,129
14973,108,4,97.32,135
14974,38,4,19.53,38
14975,58,2,85.32,58
14976,58,16,205.77,327
14978,73,46,371.5100000000001,331
14981,247,4,50.46,247
14984,20,15,80.68,181
14985,199,18,46.66,359
14987,16,1,81.6,16
14988,212,11,103.08,212
14995,39,8,28.13,281
14997,47,6,134.16,179
14998,171,12,111.47,242
15000,48,12,77.32000000000002,48
15002,116,19,238.22000000000003,339
15004,148,23,147.54000000000005,148
15005,16,236,1344.39,360
15006,52,28,108.99000000000002,52
15007,160,1,4.16,160
15009,13,29,207.11,26
15010,36,8,111.05,36
15012,54,18,58.61,54
15014,44,6,94.18,177
15016,173,5,54.76000000000001,173
15017,34,1,4.2,34
15018,39,6,88.53999999999998,253
15019,267,15,52.3,267
15021,9,95,456.96,262
15022,12,22,133.95000000000002,48
15023,4,111,1246.71,326
15024,10,25,267.59,297
15025,34,16,75.4,34
15026,81,8,81.54,278
15027,31,9,343.49999999999994,239
15028,9,7,62.35,43
15030,72,1,95.4,72
15031,5,19,95.89000000000004,283
15032,257,3,359.5,257
15033,5,102,557.1899999999997,330
15034,16,72,945.7099999999997,354
15035,90,2,37.05,90
15036,73,25,121.84999999999998,180
15038,69,19,102.22,244
15039,10,305,3602.6700000000014,361
15041,171,10,31.14,171
15043,32,1,179.0,32
15044,20,94,1578.4600000000007,363
15045,152,3,98.88,152
15046,10,45,983.7199999999997,339
15047,270,6,100.4,270
15048,66,13,66.76,221
15050,26,15,371.9500000000001,72
15051,24,39,394.34000000000015,151
15052,320,5,22.4,320
15053,5,16,143.05,282
15054,13,26,71.00000000000001,41
15057,316,4,211.5,316
15058,26,35,286.44,313
15059,41,53,319.61999999999983,335
15060,9,23,87.16,10
15061,4,58,6916.620000000003,365
15062,72,18,340.42,360
15063,214,2,45.4,214
15065,38,17,529.0500000000002,292
15066,54,12,252.8,54
15067,79,16,357.74000000000007,283
15068,47,21,116.54,257
15069,180,7,109.8,180
15071,94,5,205.0,276
15073,10,11,201.55,187
15074,106,7,144.92000000000004,106
15075,78,6,261.86,78
15076,173,4,63.3,173
15078,8,83,1901.0199999999993,355
15079,213,9,184.11,316
15081,23,6,89.94999999999997,209
15083,257,1,14.85,257
15087,282,2,43.8,282
15088,22,15,281.5200000000001,68
15089,11,29,589.4999999999999,129
15090,309,3,45.4,309
15091,68,6,77.91000000000003,68
15092,216,3,46.8,284
15093,19,15,715.8399999999998,339
15095,104,7,205.5,204
15096,43,1,6.64,43
15097,5,5,56.8,5
15099,85,5,67.48,85
15101,9,2,58.53,360
15103,32,5,78.53999999999998,87
15104,197,14,198.92,283
15105,19,17,358.22,135
15106,18,24,321.42,270
15107,331,3,40.45,335
15109,246,6,103.35,246
15110,24,7,243.05,319
15111,30,12,272.75,67
15113,10,18,586.1,55
15114,31,32,529.86,302
15115,19,5,76.80000000000003,19
15116,18,10,210.76,205
15117,15,14,376.91,216
15118,135,1,244.8,135
15119,246,1,16.5,246
15120,134,5,77.3,134
15121,289,4,74.55000000000003,289
15122,115,17,355.86000000000007,298
15123,8,17,332.3900000000001,207
15124,23,6,74.32000000000002,192
15125,26,24,2054.34,271
15127,66,8,227.52,66
15128,61,20,290.82,220
15129,51,13,615.7,292
15130,170,4,73.2,170
15132,106,11,159.56,263
15133,128,8,254.12,302
15134,15,19,410.18,241
15135,240,2,30.0,240
15136,3,22,479.43,97
15139,337,2,27.9,337
15140,53,17,525.24,265
15142,47,6,107.5,47
15143,226,2,28.200000000000006,226
15144,9,41,1276.0999999999995,313
15145,5,13,238.46,249
15146,165,26,364.41999999999985,292
15147,241,6,92.70000000000002,241
15148,11,4,54.51,11
15149,134,6,146.55,134
15150,18,61,961.24,270
15152,10,47,817.64,188
15153,32,4,57.7,32
15154,76,20,46.81,76
15156,2,11,245.25,34
15157,4,33,585.84,359
15158,46,3,189.6,46
15159,5,143,3771.400000000001,362
15160,358,1,106.2,358
15163,19,6,66.22,193
15164,69,21,175.29,340
15167,321,4,12.65,321
15168,26,2,32.4,26
15172,9,17,251.54,237
15174,323,4,67.02,323
15175,72,3,25.16,72
15178,261,1,19.5,261
15179,19,15,468.77,320
15181,67,7,337.7999999999999,270
15182,155,4,100.45,269
15184,30,18,117.41,191
15185,71,6,56.4,71
15186,15,5,88.86,169
15187,2,26,1636.38,213
15189,2,41,3379.11,333
15192,120,9,138.72,192
15193,61,1,19.8,61
15194,4,58,1701.8099999999995,362
15195,3,1,3861.0,3
15197,11,8,683.5500000000002,359
15198,93,2,50.40000000000001,125
15199,95,1,49.05,95
15201,88,11,314.8400000000001,248
15203,26,30,429.08000000000015,312
15204,358,1,59.40000000000001,358
15205,86,10,137.44000000000003,128
15206,100,1,61.2,100
15208,2,6,202.85,164
15210,226,2,70.11,226
15211,61,8,136.14,61
15213,330,6,81.60000000000002,330
15214,2,28,452.2900000000001,243
15215,47,6,103.75,97
15218,11,32,982.87,319
15219,177,2,25.5,177
15220,52,28,419.18,281
15223,226,3,189.2,250
15224,359,1,13.2,359
15225,235,4,65.1,235
15226,311,1,15.3,311
15227,37,9,162.77,318
15228,67,20,456.42,295
15230,241,6,89.4,241
15232,114,9,190.66,141
15234,277,1,1.92,277
15235,218,25,381.69000000000017,352
15236,299,4,96.0,299
15237,79,17,227.53,228
15238,30,10,263.41,185
15239,11,4,53.0,79
15240,45,14,229.8100000000001,312
15241,67,19,317.14,284
15243,75,4,49.25,75
15244,66,7,159.36,249
15245,135,18,701.8199999999997,262
15246,239,4,52.8,359
15247,123,1,81.6,123
15249,32,72,1327.16,257
15251,10,29,3027.21,242
15252,37,10,166.49,184
15253,17,15,248.24999999999997,170
15254,128,6,116.03,128
15255,67,13,242.06000000000003,67
15257,284,3,92.05,284
15258,169,8,127.45,218
15260,143,6,129.1,234
15261,136,1,17.4,136
15263,107,4,44.82000000000001,107
15264,65,3,50.55,65
15265,152,17,313.74,236
15266,339,1,17.85,339
15267,183,2,550.8,183
15269,24,1,118.8,24
15270,16,9,263.75,311
15271,8,59,521.3399999999998,338
15272,58,13,132.54,87
15274,5,8,108.26,19
15275,38,9,146.73000000000005,38
15276,67,12,22.17,67
15277,47,3,35.34,47
15279,355,2,35.2,355
15280,173,4,23.32,173
15281,59,39,674.54,334
15286,50,1,66.4,50
15287,23,6,111.15,71
15288,44,15,465.68,265
15289,30,12,188.07,250
15290,5,44,1701.8000000000004,360
15291,26,18,571.7799999999999,358
15292,202,5,40.75,202
15296,51,45,768.3299999999998,327
15297,11,8,141.42000000000004,64
15298,3,34,1558.1799999999996,325
15300,65,3,48.5,65
15301,51,43,774.7099999999998,228
15303,291,4,65.8,291
15304,61,5,176.5,282
15306,65,13,243.0,149
15307,96,1,14.85,96
15308,275,3,60.6,275
15311,1,447,11758.489999999983,362
15312,76,6,128.24,355
15314,200,5,70.08,200
15315,65,6,91.38,117
15316,327,1,165.0,327
15318,4,5,36.96,4
15319,284,1,17.700000000000006,284
15320,45,7,55.55,45
15321,71,20,611.7000000000003,292
15322,86,9,160.83999999999997,86
15325,104,15,61.25999999999999,104
15326,334,6,60.78,334
15327,53,1,10.2,53
15329,40,15,213.68,172
15330,61,1,69.6,61
15333,209,3,378.54,209
15334,157,22,63.34999999999999,174
15335,54,6,17.9,54
15339,67,15,103.57,319
15341,81,4,517.36,81
15342,130,7,103.2,130
15343,88,6,109.2,88
15344,33,5,107.56,75
15345,46,1,29.9,46
15346,333,3,47.10000000000001,333
15348,73,1,15.0,73
15349,159,12,67.76,188
15351,13,38,326.1300000000001,80
15353,255,8,59.90000000000001,255
15355,30,2,55.6,30
15356,32,103,530.09,361
15358,5,105,1725.9399999999994,339
15360,40,2,49.6,40
15361,362,3,253.32,362
15364,96,5,89.56000000000002,96
15365,26,19,430.58000000000015,316
15366,76,12,166.44,359
15367,58,14,369.12,276
15368,22,1,279.24,22
15370,72,19,463.45,333
15372,138,6,449.56,138
15373,9,23,425.07,360
15376,41,24,314.19,223
15379,170,45,867.5199999999996,359
15380,9,7,198.2,142
15382,15,62,1337.9600000000005,296
15384,170,7,103.99,360
15385,41,1,10.2,41
15386,187,3,35.28,187
15392,5,19,393.58,361
15393,282,3,43.2,282
15394,10,12,354.72,359
15395,326,2,31.85,326
15396,113,6,101.28,113
15397,290,1,14.85,290
15398,17,12,239.34000000000003,79
15399,2,12,186.22,80
15400,129,2,105.4,279
15402,149,6,68.5,197
15405,190,2,15.44,190
15406,32,13,91.3,302
15407,34,28,329.27,306
15408,265,10,110.75,265
15410,85,25,633.1500000000002,262
15411,27,23,321.4500000000001,183
15412,172,1,11.8,172
15414,10,5,96.58,38
15415,314,12,158.35000000000005,314
15416,65,28,552.7900000000002,283
15417,86,6,111.0,86
15419,25,2,34.4,25
15421,59,6,112.1,311
15422,324,1,15.3,324
15424,255,3,49.56,255
15426,20,38,183.03000000000003,258
15427,34,49,213.14999999999995,48
15428,16,3,46.62000000000001,16
15429,27,14,104.09000000000002,76
15432,24,2,40.2,24
15433,268,4,55.56,268
15434,9,6,141.5,201
15435,23,6,35.74999999999999,23
15436,13,69,231.13,235
15437,263,11,56.43000000000001,263
15438,132,3,26.3,132
15440,55,14,56.44,209
15443,2,87,771.3,321
15444,10,53,334.6500000000001,41
15445,265,1,25.5,265
15447,331,2,28.52,331
15448,313,6,96.2,313
15449,27,12,211.43,262
15450,31,2,25.4,31
15452,30,14,172.77000000000004,265
15453,2,67,278.2899999999999,188
15454,363,7,48.55,363
15456,284,12,70.84,360
15457,263,9,32.97,263
15458,26,1,23.4,26
15460,355,6,17.549999999999994,355
15462,95,1,19.8,95
15463,30,2,45.8,30
15464,339,33,177.55,339
15465,83,16,896.7499999999999,360
15466,86,11,45.25000000000001,86
15467,10,9,97.98,153
15468,52,5,95.75,52
15469,51,3,75.6,121
15471,3,13,53.45,3
15472,114,15,59.8,114
15473,15,2,306.0,59
15475,78,6,98.61,78
15478,41,12,230.69,57
15482,16,17,1770.2,251
15483,162,22,52.84,267
15484,2,36,760.8399999999998,79
15485,31,10,177.67,337
15489,23,15,435.46,212
15491,101,32,595.54,236
15492,75,7,122.32,75
15493,33,49,320.50999999999993,271
15494,22,27,322.2800000000001,122
15497,18,4,288.6,320
15498,3,99,2621.03,324
15500,9,18,330.0,82
15502,16,30,1135.3299999999995,276
15503,363,14,41.6,363
15504,82,4,16.9,82
15505,53,21,972.86,156
15506,23,33,221.00000000000003,139
15507,172,12,146.47,172
15508,190,21,281.84,236
15511,12,34,230.19,86
15512,360,1,15.3,360
15513,34,73,3305.510000000001,331
15514,13,39,1022.49,365
15516,47,4,9.9,47
15517,234,8,95.78000000000002,234
15518,65,46,411.76999999999987,333
15520,2,4,64.38,2
15521,41,31,387.13,255
15522,33,9,45.86,88
15523,85,3,252.50000000000003,85
15525,3,21,107.46999999999998,18
15527,19,31,661.54,355
15528,255,8,123.61,255
15529,23,133,700.5699999999996,324
15530,22,21,326.0,247
15531,9,55,491.74000000000007,31
15532,26,43,332.23,359
15533,20,18,163.36,90
15535,174,24,168.38999999999996,328
15537,164,3,7.5,164
15539,8,9,119.87,8
15540,12,3,37.65000000000001,12
15541,115,6,23.73,115
15543,289,9,38.5,289
15544,10,48,647.1,302
15545,55,13,38.88,55
15547,8,138,1077.1000000000008,363
15549,158,21,330.85,317
15550,5,13,127.95,302
15551,37,5,101.0,37
15552,218,4,7.78,218
15553,61,8,70.53,61
15554,278,2,25.2,278
15555,13,174,851.3299999999998,362
15556,25,5,79.08,25
15557,29,5,118.26,29
15561,12,4,65.46000000000001,216
15563,23,21,312.29,359
15565,71,1,16.5,71
15567,19,1,24.96,19
15568,3,10,126.91,74
15569,104,5,552.98,333
